# id,subject,official_answer  (source: 考選部 official via reconcile pipeline; mirrors questions.json answer field)
109-2-醫學一-生理學-Q63,生理學,A
109-2-醫學一-生理學-Q64,生理學,A
109-2-醫學一-生理學-Q65,生理學,A
109-2-醫學一-生理學-Q66,生理學,C
109-2-醫學一-生理學-Q67,生理學,D
109-2-醫學一-生理學-Q68,生理學,D
109-2-醫學一-生理學-Q69,生理學,C
109-2-醫學一-生理學-Q70,生理學,A
109-2-醫學一-生理學-Q71,生理學,D
109-2-醫學一-生理學-Q72,生理學,D
109-2-醫學一-生理學-Q73,生理學,B
109-2-醫學一-組織學-Q37,組織學,B
109-2-醫學一-組織學-Q38,組織學,D
109-2-醫學一-組織學-Q39,組織學,A
109-2-醫學一-組織學-Q40,組織學,C
109-2-醫學一-組織學-Q41,組織學,D
109-2-醫學一-組織學-Q42,組織學,C
109-2-醫學一-組織學-Q43,組織學,C
109-2-醫學一-組織學-Q44,組織學,C
109-2-醫學一-組織學-Q45,組織學,B
109-2-醫學一-組織學-Q46,組織學,C
109-2-醫學一-胚胎學-Q32,胚胎學,C
109-2-醫學一-胚胎學-Q33,胚胎學,C
109-2-醫學一-胚胎學-Q34,胚胎學,A
109-2-醫學一-胚胎學-Q35,胚胎學,C
109-2-醫學一-胚胎學-Q36,胚胎學,C
109-2-醫學一-解剖學-Q1,解剖學,C
109-2-醫學一-解剖學-Q10,解剖學,A
109-2-醫學一-解剖學-Q11,解剖學,B
109-2-醫學一-解剖學-Q12,解剖學,D
109-2-醫學一-解剖學-Q13,解剖學,C
109-2-醫學一-解剖學-Q14,解剖學,A
109-2-醫學一-解剖學-Q15,解剖學,A
109-2-醫學一-解剖學-Q16,解剖學,A
109-2-醫學一-解剖學-Q17,解剖學,C
109-2-醫學一-解剖學-Q18,解剖學,A
109-2-醫學一-解剖學-Q19,解剖學,A
109-2-醫學一-解剖學-Q2,解剖學,D
109-2-醫學一-解剖學-Q20,解剖學,D
109-2-醫學一-解剖學-Q21,解剖學,D
109-2-醫學一-解剖學-Q22,解剖學,C
109-2-醫學一-解剖學-Q23,解剖學,C
109-2-醫學一-解剖學-Q24,解剖學,C
109-2-醫學一-解剖學-Q25,解剖學,D
109-2-醫學一-解剖學-Q26,解剖學,B
109-2-醫學一-解剖學-Q27,解剖學,A
109-2-醫學一-解剖學-Q28,解剖學,C
109-2-醫學一-解剖學-Q29,解剖學,D
109-2-醫學一-解剖學-Q3,解剖學,C
109-2-醫學一-解剖學-Q30,解剖學,D
109-2-醫學一-解剖學-Q31,解剖學,D
109-2-醫學一-解剖學-Q4,解剖學,A
109-2-醫學一-解剖學-Q5,解剖學,B
109-2-醫學一-解剖學-Q6,解剖學,C
109-2-醫學一-解剖學-Q7,解剖學,B
109-2-醫學一-解剖學-Q8,解剖學,C
109-2-醫學一-解剖學-Q9,解剖學,D
109-2-醫學二-公共衛生學-Q36,公共衛生學,B
109-2-醫學二-公共衛生學-Q37,公共衛生學,B
109-2-醫學二-公共衛生學-Q38,公共衛生學,A
109-2-醫學二-公共衛生學-Q39,公共衛生學,C
109-2-醫學二-公共衛生學-Q40,公共衛生學,A
109-2-醫學二-公共衛生學-Q41,公共衛生學,D
109-2-醫學二-公共衛生學-Q42,公共衛生學,D
109-2-醫學二-公共衛生學-Q43,公共衛生學,B
109-2-醫學二-公共衛生學-Q44,公共衛生學,D
109-2-醫學二-公共衛生學-Q45,公共衛生學,A
109-2-醫學二-公共衛生學-Q46,公共衛生學,C
109-2-醫學二-公共衛生學-Q47,公共衛生學,A
109-2-醫學二-公共衛生學-Q48,公共衛生學,B
109-2-醫學二-公共衛生學-Q49,公共衛生學,A
109-2-醫學二-公共衛生學-Q50,公共衛生學,B
109-2-醫學二-寄生蟲學-Q29,寄生蟲學,A
109-2-醫學二-寄生蟲學-Q30,寄生蟲學,B
109-2-醫學二-寄生蟲學-Q31,寄生蟲學,D
109-2-醫學二-寄生蟲學-Q32,寄生蟲學,C
109-2-醫學二-寄生蟲學-Q33,寄生蟲學,C
109-2-醫學二-寄生蟲學-Q34,寄生蟲學,D
109-2-醫學二-寄生蟲學-Q35,寄生蟲學,D
109-2-醫學二-微生物暨免疫學-Q1,微生物暨免疫學,C
109-2-醫學二-微生物暨免疫學-Q10,微生物暨免疫學,A
109-2-醫學二-微生物暨免疫學-Q11,微生物暨免疫學,C
109-2-醫學二-微生物暨免疫學-Q12,微生物暨免疫學,A
109-2-醫學二-微生物暨免疫學-Q13,微生物暨免疫學,D
109-2-醫學二-微生物暨免疫學-Q14,微生物暨免疫學,C
109-2-醫學二-微生物暨免疫學-Q15,微生物暨免疫學,C
109-2-醫學二-微生物暨免疫學-Q16,微生物暨免疫學,D
109-2-醫學二-微生物暨免疫學-Q17,微生物暨免疫學,A
109-2-醫學二-微生物暨免疫學-Q18,微生物暨免疫學,B
109-2-醫學二-微生物暨免疫學-Q19,微生物暨免疫學,C
109-2-醫學二-微生物暨免疫學-Q2,微生物暨免疫學,D
109-2-醫學二-微生物暨免疫學-Q20,微生物暨免疫學,C
109-2-醫學二-微生物暨免疫學-Q21,微生物暨免疫學,A
109-2-醫學二-微生物暨免疫學-Q22,微生物暨免疫學,D
109-2-醫學二-微生物暨免疫學-Q23,微生物暨免疫學,A
109-2-醫學二-微生物暨免疫學-Q24,微生物暨免疫學,B
109-2-醫學二-微生物暨免疫學-Q25,微生物暨免疫學,D
109-2-醫學二-微生物暨免疫學-Q26,微生物暨免疫學,B
109-2-醫學二-微生物暨免疫學-Q27,微生物暨免疫學,B
109-2-醫學二-微生物暨免疫學-Q28,微生物暨免疫學,D
109-2-醫學二-微生物暨免疫學-Q3,微生物暨免疫學,C
109-2-醫學二-微生物暨免疫學-Q4,微生物暨免疫學,C
109-2-醫學二-微生物暨免疫學-Q5,微生物暨免疫學,B
109-2-醫學二-微生物暨免疫學-Q6,微生物暨免疫學,D
109-2-醫學二-微生物暨免疫學-Q7,微生物暨免疫學,C
109-2-醫學二-微生物暨免疫學-Q8,微生物暨免疫學,B
109-2-醫學二-微生物暨免疫學-Q9,微生物暨免疫學,B
109-2-醫學二-病理學-Q100,病理學,A
109-2-醫學二-病理學-Q76,病理學,A
109-2-醫學二-病理學-Q77,病理學,D
109-2-醫學二-病理學-Q78,病理學,C
109-2-醫學二-病理學-Q79,病理學,A
109-2-醫學二-病理學-Q80,病理學,C
109-2-醫學二-病理學-Q81,病理學,A
109-2-醫學二-病理學-Q82,病理學,C
109-2-醫學二-病理學-Q83,病理學,D
109-2-醫學二-病理學-Q84,病理學,B
109-2-醫學二-病理學-Q85,病理學,C
109-2-醫學二-病理學-Q86,病理學,B
109-2-醫學二-病理學-Q87,病理學,D
109-2-醫學二-病理學-Q88,病理學,C
109-2-醫學二-病理學-Q89,病理學,B
109-2-醫學二-病理學-Q90,病理學,B
109-2-醫學二-病理學-Q91,病理學,D
109-2-醫學二-病理學-Q92,病理學,D
109-2-醫學二-病理學-Q93,病理學,A
109-2-醫學二-病理學-Q94,病理學,C
109-2-醫學二-病理學-Q95,病理學,A
109-2-醫學二-病理學-Q96,病理學,C
109-2-醫學二-病理學-Q97,病理學,D
109-2-醫學二-病理學-Q98,病理學,A
109-2-醫學二-病理學-Q99,病理學,C
109-2-醫學二-藥理學-Q51,藥理學,B
109-2-醫學二-藥理學-Q52,藥理學,D
109-2-醫學二-藥理學-Q53,藥理學,C
109-2-醫學二-藥理學-Q54,藥理學,C
109-2-醫學二-藥理學-Q55,藥理學,C
109-2-醫學二-藥理學-Q56,藥理學,C
109-2-醫學二-藥理學-Q57,藥理學,C
109-2-醫學二-藥理學-Q58,藥理學,A
109-2-醫學二-藥理學-Q59,藥理學,D
109-2-醫學二-藥理學-Q60,藥理學,B
109-2-醫學二-藥理學-Q61,藥理學,C
109-2-醫學二-藥理學-Q62,藥理學,C
109-2-醫學二-藥理學-Q63,藥理學,D
109-2-醫學二-藥理學-Q64,藥理學,C
109-2-醫學二-藥理學-Q65,藥理學,D
109-2-醫學二-藥理學-Q66,藥理學,A
109-2-醫學二-藥理學-Q67,藥理學,D
109-2-醫學二-藥理學-Q68,藥理學,C
109-2-醫學二-藥理學-Q69,藥理學,C
109-2-醫學二-藥理學-Q70,藥理學,B
109-2-醫學二-藥理學-Q71,藥理學,D
109-2-醫學二-藥理學-Q72,藥理學,A
109-2-醫學二-藥理學-Q73,藥理學,A
109-2-醫學二-藥理學-Q74,藥理學,A
109-2-醫學二-藥理學-Q75,藥理學,D
110-1-醫學一-生物化學-Q100,生物化學,A
110-1-醫學一-生物化學-Q74,生物化學,C
110-1-醫學一-生物化學-Q75,生物化學,B
110-1-醫學一-生物化學-Q76,生物化學,A
110-1-醫學一-生物化學-Q77,生物化學,C
110-1-醫學一-生物化學-Q78,生物化學,C
110-1-醫學一-生物化學-Q79,生物化學,D
110-1-醫學一-生物化學-Q80,生物化學,A
110-1-醫學一-生物化學-Q81,生物化學,D
110-1-醫學一-生物化學-Q82,生物化學,C
110-1-醫學一-生物化學-Q83,生物化學,D
110-1-醫學一-生物化學-Q84,生物化學,B
110-1-醫學一-生物化學-Q85,生物化學,B
110-1-醫學一-生物化學-Q86,生物化學,C
110-1-醫學一-生物化學-Q87,生物化學,D
110-1-醫學一-生物化學-Q88,生物化學,C
110-1-醫學一-生物化學-Q89,生物化學,A
110-1-醫學一-生物化學-Q90,生物化學,D
110-1-醫學一-生物化學-Q91,生物化學,D
110-1-醫學一-生物化學-Q92,生物化學,C
110-1-醫學一-生物化學-Q93,生物化學,C
110-1-醫學一-生物化學-Q94,生物化學,D
110-1-醫學一-生物化學-Q95,生物化學,C
110-1-醫學一-生物化學-Q96,生物化學,C
110-1-醫學一-生物化學-Q97,生物化學,A
110-1-醫學一-生物化學-Q98,生物化學,D
110-1-醫學一-生物化學-Q99,生物化學,C
110-1-醫學一-生理學-Q47,生理學,B
110-1-醫學一-生理學-Q48,生理學,D
110-1-醫學一-生理學-Q49,生理學,B
110-1-醫學一-生理學-Q50,生理學,D
110-1-醫學一-生理學-Q51,生理學,A
110-1-醫學一-生理學-Q52,生理學,C
110-1-醫學一-生理學-Q53,生理學,D
110-1-醫學一-生理學-Q54,生理學,C
110-1-醫學一-生理學-Q55,生理學,C
110-1-醫學一-生理學-Q56,生理學,C
110-1-醫學一-生理學-Q57,生理學,D
110-1-醫學一-生理學-Q58,生理學,D
110-1-醫學一-生理學-Q59,生理學,C
110-1-醫學一-生理學-Q60,生理學,A
110-1-醫學一-生理學-Q61,生理學,B
110-1-醫學一-生理學-Q62,生理學,C
110-1-醫學一-生理學-Q63,生理學,B
110-1-醫學一-生理學-Q64,生理學,C
110-1-醫學一-生理學-Q65,生理學,B
110-1-醫學一-生理學-Q66,生理學,B
110-1-醫學一-生理學-Q67,生理學,B
110-1-醫學一-生理學-Q68,生理學,A
110-1-醫學一-生理學-Q69,生理學,D
110-1-醫學一-生理學-Q70,生理學,C
110-1-醫學一-生理學-Q71,生理學,C
110-1-醫學一-生理學-Q72,生理學,A
110-1-醫學一-生理學-Q73,生理學,D
110-1-醫學一-組織學-Q37,組織學,C
110-1-醫學一-組織學-Q38,組織學,B
110-1-醫學一-組織學-Q39,組織學,B
110-1-醫學一-組織學-Q40,組織學,A
110-1-醫學一-組織學-Q41,組織學,B
110-1-醫學一-組織學-Q42,組織學,C
110-1-醫學一-組織學-Q43,組織學,C
110-1-醫學一-組織學-Q44,組織學,D
110-1-醫學一-組織學-Q45,組織學,A
110-1-醫學一-組織學-Q46,組織學,D
110-1-醫學一-胚胎學-Q32,胚胎學,D
110-1-醫學一-胚胎學-Q33,胚胎學,D
110-1-醫學一-胚胎學-Q34,胚胎學,D
110-1-醫學一-胚胎學-Q35,胚胎學,A
110-1-醫學一-胚胎學-Q36,胚胎學,C
110-1-醫學一-解剖學-Q1,解剖學,D
110-1-醫學一-解剖學-Q10,解剖學,D
110-1-醫學一-解剖學-Q11,解剖學,B
110-1-醫學一-解剖學-Q12,解剖學,D
110-1-醫學一-解剖學-Q13,解剖學,A
110-1-醫學一-解剖學-Q14,解剖學,B
110-1-醫學一-解剖學-Q15,解剖學,D
110-1-醫學一-解剖學-Q16,解剖學,A
110-1-醫學一-解剖學-Q17,解剖學,D
110-1-醫學一-解剖學-Q18,解剖學,C
110-1-醫學一-解剖學-Q19,解剖學,D
110-1-醫學一-解剖學-Q2,解剖學,C
110-1-醫學一-解剖學-Q20,解剖學,D
110-1-醫學一-解剖學-Q21,解剖學,D
110-1-醫學一-解剖學-Q22,解剖學,B
110-1-醫學一-解剖學-Q23,解剖學,C
110-1-醫學一-解剖學-Q24,解剖學,D
110-1-醫學一-解剖學-Q25,解剖學,A
110-1-醫學一-解剖學-Q26,解剖學,C
110-1-醫學一-解剖學-Q27,解剖學,D
110-1-醫學一-解剖學-Q28,解剖學,B
110-1-醫學一-解剖學-Q29,解剖學,C
110-1-醫學一-解剖學-Q3,解剖學,C
110-1-醫學一-解剖學-Q30,解剖學,A
110-1-醫學一-解剖學-Q31,解剖學,C
110-1-醫學一-解剖學-Q4,解剖學,C
110-1-醫學一-解剖學-Q5,解剖學,A
110-1-醫學一-解剖學-Q6,解剖學,A
110-1-醫學一-解剖學-Q7,解剖學,B
110-1-醫學一-解剖學-Q8,解剖學,B
110-1-醫學一-解剖學-Q9,解剖學,A
110-1-醫學二-公共衛生學-Q36,公共衛生學,A
110-1-醫學二-公共衛生學-Q37,公共衛生學,D
110-1-醫學二-公共衛生學-Q38,公共衛生學,B
110-1-醫學二-公共衛生學-Q39,公共衛生學,B
110-1-醫學二-公共衛生學-Q40,公共衛生學,D
110-1-醫學二-公共衛生學-Q41,公共衛生學,C
110-1-醫學二-公共衛生學-Q42,公共衛生學,C
110-1-醫學二-公共衛生學-Q43,公共衛生學,A
110-1-醫學二-公共衛生學-Q44,公共衛生學,C
110-1-醫學二-公共衛生學-Q45,公共衛生學,C
110-1-醫學二-公共衛生學-Q46,公共衛生學,C
110-1-醫學二-公共衛生學-Q47,公共衛生學,A
110-1-醫學二-公共衛生學-Q48,公共衛生學,D
110-1-醫學二-公共衛生學-Q49,公共衛生學,B
110-1-醫學二-公共衛生學-Q50,公共衛生學,C
110-1-醫學二-寄生蟲學-Q29,寄生蟲學,A
110-1-醫學二-寄生蟲學-Q30,寄生蟲學,C
110-1-醫學二-寄生蟲學-Q31,寄生蟲學,B
110-1-醫學二-寄生蟲學-Q32,寄生蟲學,C
110-1-醫學二-寄生蟲學-Q33,寄生蟲學,B
110-1-醫學二-寄生蟲學-Q34,寄生蟲學,B
110-1-醫學二-寄生蟲學-Q35,寄生蟲學,C
110-1-醫學二-微生物暨免疫學-Q1,微生物暨免疫學,D
110-1-醫學二-微生物暨免疫學-Q10,微生物暨免疫學,D
110-1-醫學二-微生物暨免疫學-Q11,微生物暨免疫學,C
110-1-醫學二-微生物暨免疫學-Q12,微生物暨免疫學,C
110-1-醫學二-微生物暨免疫學-Q13,微生物暨免疫學,A
110-1-醫學二-微生物暨免疫學-Q14,微生物暨免疫學,B
110-1-醫學二-微生物暨免疫學-Q15,微生物暨免疫學,A
110-1-醫學二-微生物暨免疫學-Q16,微生物暨免疫學,A
110-1-醫學二-微生物暨免疫學-Q17,微生物暨免疫學,A
110-1-醫學二-微生物暨免疫學-Q18,微生物暨免疫學,C
110-1-醫學二-微生物暨免疫學-Q19,微生物暨免疫學,A
110-1-醫學二-微生物暨免疫學-Q2,微生物暨免疫學,B
110-1-醫學二-微生物暨免疫學-Q20,微生物暨免疫學,B
110-1-醫學二-微生物暨免疫學-Q21,微生物暨免疫學,D
110-1-醫學二-微生物暨免疫學-Q22,微生物暨免疫學,B
110-1-醫學二-微生物暨免疫學-Q23,微生物暨免疫學,B
110-1-醫學二-微生物暨免疫學-Q24,微生物暨免疫學,B
110-1-醫學二-微生物暨免疫學-Q25,微生物暨免疫學,D
110-1-醫學二-微生物暨免疫學-Q26,微生物暨免疫學,D
110-1-醫學二-微生物暨免疫學-Q27,微生物暨免疫學,C
110-1-醫學二-微生物暨免疫學-Q28,微生物暨免疫學,C
110-1-醫學二-微生物暨免疫學-Q3,微生物暨免疫學,A
110-1-醫學二-微生物暨免疫學-Q4,微生物暨免疫學,C
110-1-醫學二-微生物暨免疫學-Q5,微生物暨免疫學,B
110-1-醫學二-微生物暨免疫學-Q6,微生物暨免疫學,D
110-1-醫學二-微生物暨免疫學-Q7,微生物暨免疫學,C
110-1-醫學二-微生物暨免疫學-Q8,微生物暨免疫學,B
110-1-醫學二-微生物暨免疫學-Q9,微生物暨免疫學,B
110-1-醫學二-病理學-Q100,病理學,D
110-1-醫學二-病理學-Q76,病理學,C
110-1-醫學二-病理學-Q77,病理學,B
110-1-醫學二-病理學-Q78,病理學,B
110-1-醫學二-病理學-Q79,病理學,B
110-1-醫學二-病理學-Q80,病理學,D
110-1-醫學二-病理學-Q81,病理學,A
110-1-醫學二-病理學-Q82,病理學,B
110-1-醫學二-病理學-Q83,病理學,A
110-1-醫學二-病理學-Q84,病理學,B
110-1-醫學二-病理學-Q85,病理學,C
110-1-醫學二-病理學-Q86,病理學,D
110-1-醫學二-病理學-Q87,病理學,A
110-1-醫學二-病理學-Q88,病理學,B
110-1-醫學二-病理學-Q89,病理學,B
110-1-醫學二-病理學-Q90,病理學,D
110-1-醫學二-病理學-Q91,病理學,C
110-1-醫學二-病理學-Q92,病理學,A
110-1-醫學二-病理學-Q93,病理學,A
110-1-醫學二-病理學-Q94,病理學,B
110-1-醫學二-病理學-Q95,病理學,A
110-1-醫學二-病理學-Q96,病理學,B
110-1-醫學二-病理學-Q97,病理學,B
110-1-醫學二-病理學-Q98,病理學,A
110-1-醫學二-病理學-Q99,病理學,A
110-1-醫學二-藥理學-Q51,藥理學,C
110-1-醫學二-藥理學-Q52,藥理學,C
110-1-醫學二-藥理學-Q53,藥理學,C
110-1-醫學二-藥理學-Q54,藥理學,C
110-1-醫學二-藥理學-Q55,藥理學,A
110-1-醫學二-藥理學-Q56,藥理學,A
110-1-醫學二-藥理學-Q57,藥理學,D
110-1-醫學二-藥理學-Q58,藥理學,C
110-1-醫學二-藥理學-Q59,藥理學,B
110-1-醫學二-藥理學-Q60,藥理學,B
110-1-醫學二-藥理學-Q61,藥理學,C
110-1-醫學二-藥理學-Q62,藥理學,C
110-1-醫學二-藥理學-Q63,藥理學,C
110-1-醫學二-藥理學-Q64,藥理學,B
110-1-醫學二-藥理學-Q65,藥理學,A
110-1-醫學二-藥理學-Q66,藥理學,C
110-1-醫學二-藥理學-Q67,藥理學,A
110-1-醫學二-藥理學-Q68,藥理學,D
110-1-醫學二-藥理學-Q69,藥理學,A
110-1-醫學二-藥理學-Q70,藥理學,B
110-1-醫學二-藥理學-Q71,藥理學,D
110-1-醫學二-藥理學-Q72,藥理學,A
110-1-醫學二-藥理學-Q73,藥理學,D
110-1-醫學二-藥理學-Q74,藥理學,B
110-1-醫學二-藥理學-Q75,藥理學,A
110-2-醫學一-生物化學-Q100,生物化學,A
110-2-醫學一-生物化學-Q74,生物化學,B
110-2-醫學一-生物化學-Q75,生物化學,C
110-2-醫學一-生物化學-Q76,生物化學,A
110-2-醫學一-生物化學-Q77,生物化學,A
110-2-醫學一-生物化學-Q78,生物化學,A
110-2-醫學一-生物化學-Q79,生物化學,B
110-2-醫學一-生物化學-Q80,生物化學,B
110-2-醫學一-生物化學-Q81,生物化學,C
110-2-醫學一-生物化學-Q82,生物化學,C
110-2-醫學一-生物化學-Q83,生物化學,D
110-2-醫學一-生物化學-Q84,生物化學,D
110-2-醫學一-生物化學-Q85,生物化學,C
110-2-醫學一-生物化學-Q86,生物化學,A
110-2-醫學一-生物化學-Q87,生物化學,C
110-2-醫學一-生物化學-Q88,生物化學,D
110-2-醫學一-生物化學-Q89,生物化學,C
110-2-醫學一-生物化學-Q90,生物化學,B
110-2-醫學一-生物化學-Q91,生物化學,B
110-2-醫學一-生物化學-Q92,生物化學,D
110-2-醫學一-生物化學-Q93,生物化學,D
110-2-醫學一-生物化學-Q94,生物化學,A
110-2-醫學一-生物化學-Q95,生物化學,C
110-2-醫學一-生物化學-Q96,生物化學,A
110-2-醫學一-生物化學-Q97,生物化學,B
110-2-醫學一-生物化學-Q98,生物化學,B
110-2-醫學一-生物化學-Q99,生物化學,D
110-2-醫學一-生理學-Q47,生理學,A
110-2-醫學一-生理學-Q48,生理學,C
110-2-醫學一-生理學-Q49,生理學,B
110-2-醫學一-生理學-Q50,生理學,C
110-2-醫學一-生理學-Q51,生理學,A
110-2-醫學一-生理學-Q52,生理學,B
110-2-醫學一-生理學-Q53,生理學,A
110-2-醫學一-生理學-Q54,生理學,A
110-2-醫學一-生理學-Q55,生理學,A
110-2-醫學一-生理學-Q56,生理學,A
110-2-醫學一-生理學-Q57,生理學,B
110-2-醫學一-生理學-Q58,生理學,D
110-2-醫學一-生理學-Q59,生理學,B
110-2-醫學一-生理學-Q60,生理學,C
110-2-醫學一-生理學-Q61,生理學,C
110-2-醫學一-生理學-Q62,生理學,D
110-2-醫學一-生理學-Q63,生理學,A
110-2-醫學一-生理學-Q64,生理學,B
110-2-醫學一-生理學-Q65,生理學,C
110-2-醫學一-生理學-Q66,生理學,A
110-2-醫學一-生理學-Q67,生理學,D
110-2-醫學一-生理學-Q68,生理學,A
110-2-醫學一-生理學-Q69,生理學,C
110-2-醫學一-生理學-Q70,生理學,D
110-2-醫學一-生理學-Q71,生理學,A
110-2-醫學一-生理學-Q72,生理學,D
110-2-醫學一-生理學-Q73,生理學,B
110-2-醫學一-組織學-Q37,組織學,C
110-2-醫學一-組織學-Q38,組織學,C
110-2-醫學一-組織學-Q39,組織學,D
110-2-醫學一-組織學-Q40,組織學,B
110-2-醫學一-組織學-Q41,組織學,D
110-2-醫學一-組織學-Q42,組織學,A
110-2-醫學一-組織學-Q43,組織學,B
110-2-醫學一-組織學-Q44,組織學,D
110-2-醫學一-組織學-Q45,組織學,D
110-2-醫學一-組織學-Q46,組織學,A
110-2-醫學一-胚胎學-Q32,胚胎學,D
110-2-醫學一-胚胎學-Q33,胚胎學,B
110-2-醫學一-胚胎學-Q34,胚胎學,A
110-2-醫學一-胚胎學-Q35,胚胎學,B
110-2-醫學一-胚胎學-Q36,胚胎學,A
110-2-醫學一-解剖學-Q1,解剖學,D
110-2-醫學一-解剖學-Q10,解剖學,C
110-2-醫學一-解剖學-Q11,解剖學,D
110-2-醫學一-解剖學-Q12,解剖學,D
110-2-醫學一-解剖學-Q13,解剖學,B
110-2-醫學一-解剖學-Q14,解剖學,C
110-2-醫學一-解剖學-Q15,解剖學,B
110-2-醫學一-解剖學-Q16,解剖學,C
110-2-醫學一-解剖學-Q17,解剖學,C
110-2-醫學一-解剖學-Q18,解剖學,D
110-2-醫學一-解剖學-Q19,解剖學,D
110-2-醫學一-解剖學-Q2,解剖學,A
110-2-醫學一-解剖學-Q20,解剖學,B
110-2-醫學一-解剖學-Q21,解剖學,D
110-2-醫學一-解剖學-Q22,解剖學,B
110-2-醫學一-解剖學-Q23,解剖學,B
110-2-醫學一-解剖學-Q24,解剖學,C
110-2-醫學一-解剖學-Q25,解剖學,C
110-2-醫學一-解剖學-Q26,解剖學,C
110-2-醫學一-解剖學-Q27,解剖學,A
110-2-醫學一-解剖學-Q28,解剖學,C
110-2-醫學一-解剖學-Q29,解剖學,A
110-2-醫學一-解剖學-Q3,解剖學,D
110-2-醫學一-解剖學-Q30,解剖學,A
110-2-醫學一-解剖學-Q31,解剖學,D
110-2-醫學一-解剖學-Q4,解剖學,C
110-2-醫學一-解剖學-Q5,解剖學,D
110-2-醫學一-解剖學-Q6,解剖學,D
110-2-醫學一-解剖學-Q7,解剖學,B
110-2-醫學一-解剖學-Q8,解剖學,D
110-2-醫學一-解剖學-Q9,解剖學,D
110-2-醫學二-公共衛生學-Q36,公共衛生學,D
110-2-醫學二-公共衛生學-Q37,公共衛生學,D
110-2-醫學二-公共衛生學-Q38,公共衛生學,A
110-2-醫學二-公共衛生學-Q39,公共衛生學,D
110-2-醫學二-公共衛生學-Q40,公共衛生學,C
110-2-醫學二-公共衛生學-Q41,公共衛生學,D
110-2-醫學二-公共衛生學-Q42,公共衛生學,C
110-2-醫學二-公共衛生學-Q43,公共衛生學,B
110-2-醫學二-公共衛生學-Q44,公共衛生學,D
110-2-醫學二-公共衛生學-Q45,公共衛生學,C
110-2-醫學二-公共衛生學-Q46,公共衛生學,B
110-2-醫學二-公共衛生學-Q47,公共衛生學,C
110-2-醫學二-公共衛生學-Q48,公共衛生學,B
110-2-醫學二-公共衛生學-Q49,公共衛生學,B
110-2-醫學二-公共衛生學-Q50,公共衛生學,C
110-2-醫學二-寄生蟲學-Q29,寄生蟲學,D
110-2-醫學二-寄生蟲學-Q30,寄生蟲學,A
110-2-醫學二-寄生蟲學-Q31,寄生蟲學,A
110-2-醫學二-寄生蟲學-Q32,寄生蟲學,A
110-2-醫學二-寄生蟲學-Q33,寄生蟲學,C
110-2-醫學二-寄生蟲學-Q34,寄生蟲學,C
110-2-醫學二-寄生蟲學-Q35,寄生蟲學,B
110-2-醫學二-微生物暨免疫學-Q1,微生物暨免疫學,C
110-2-醫學二-微生物暨免疫學-Q10,微生物暨免疫學,C
110-2-醫學二-微生物暨免疫學-Q11,微生物暨免疫學,D
110-2-醫學二-微生物暨免疫學-Q12,微生物暨免疫學,B
110-2-醫學二-微生物暨免疫學-Q13,微生物暨免疫學,D
110-2-醫學二-微生物暨免疫學-Q14,微生物暨免疫學,C
110-2-醫學二-微生物暨免疫學-Q15,微生物暨免疫學,D
110-2-醫學二-微生物暨免疫學-Q16,微生物暨免疫學,A
110-2-醫學二-微生物暨免疫學-Q17,微生物暨免疫學,D
110-2-醫學二-微生物暨免疫學-Q18,微生物暨免疫學,B
110-2-醫學二-微生物暨免疫學-Q19,微生物暨免疫學,B
110-2-醫學二-微生物暨免疫學-Q2,微生物暨免疫學,C
110-2-醫學二-微生物暨免疫學-Q20,微生物暨免疫學,D
110-2-醫學二-微生物暨免疫學-Q21,微生物暨免疫學,A
110-2-醫學二-微生物暨免疫學-Q22,微生物暨免疫學,C
110-2-醫學二-微生物暨免疫學-Q23,微生物暨免疫學,A
110-2-醫學二-微生物暨免疫學-Q24,微生物暨免疫學,B
110-2-醫學二-微生物暨免疫學-Q25,微生物暨免疫學,C
110-2-醫學二-微生物暨免疫學-Q26,微生物暨免疫學,D
110-2-醫學二-微生物暨免疫學-Q27,微生物暨免疫學,C
110-2-醫學二-微生物暨免疫學-Q28,微生物暨免疫學,A
110-2-醫學二-微生物暨免疫學-Q3,微生物暨免疫學,C
110-2-醫學二-微生物暨免疫學-Q4,微生物暨免疫學,C
110-2-醫學二-微生物暨免疫學-Q5,微生物暨免疫學,C
110-2-醫學二-微生物暨免疫學-Q6,微生物暨免疫學,B
110-2-醫學二-微生物暨免疫學-Q7,微生物暨免疫學,D
110-2-醫學二-微生物暨免疫學-Q8,微生物暨免疫學,B
110-2-醫學二-微生物暨免疫學-Q9,微生物暨免疫學,A
110-2-醫學二-病理學-Q100,病理學,C
110-2-醫學二-病理學-Q76,病理學,C
110-2-醫學二-病理學-Q77,病理學,B
110-2-醫學二-病理學-Q78,病理學,A
110-2-醫學二-病理學-Q79,病理學,A
110-2-醫學二-病理學-Q80,病理學,A
110-2-醫學二-病理學-Q81,病理學,A
110-2-醫學二-病理學-Q82,病理學,A
110-2-醫學二-病理學-Q83,病理學,D
110-2-醫學二-病理學-Q84,病理學,D
110-2-醫學二-病理學-Q85,病理學,B
110-2-醫學二-病理學-Q86,病理學,D
110-2-醫學二-病理學-Q87,病理學,D
110-2-醫學二-病理學-Q88,病理學,D
110-2-醫學二-病理學-Q89,病理學,D
110-2-醫學二-病理學-Q90,病理學,C
110-2-醫學二-病理學-Q91,病理學,A
